album,end_date,music,rank,singer,start_date,week_num,year
FEARLESS,2022.06.04,FEARLESS,18,LE SSERAFIM (르세라핌),2022.05.29,23,2022
Girls - The 2nd Mini Album,2022.06.11,도깨비불 (Illusion),16,aespa,2022.06.05,24,2022
5.3,2022.06.25,그라데이션,13,10cm,2022.06.19,26,2022
I NEVER DIE,2022.07.02,TOMBOY,10,(여자)아이들,2022.06.26,27,2022
Girls - The 2nd Mini Album,2022.07.09,Girls,8,aespa,2022.07.03,28,2022
IM HERO,2022.06.18,다시 만날 수 있을까,15,임영웅,2022.06.12,25,2022
싸다9,2022.07.16,That That (prod. & feat. SUGA of BTS),7,싸이 (Psy),2022.07.10,29,2022
LOVE DIVE,2022.07.30,LOVE DIVE,3,IVE (아이브),2022.07.24,31,2022
WSG워너비 1집,2022.08.06,보고싶었어,2,WSG워너비 (4FIRE),2022.07.31,32,2022
CHECKMATE,2022.07.23,SNEAKERS,5,ITZY (있지),2022.07.17,30,2022
PANORAMA,2022.03.05,약속 [約束],54,김호중,2022.02.27,10,2022
사랑이야,2022.03.12,사랑이야,51,케이시 (Kassy),2022.03.06,11,2022
해요 (2022),2022.03.19,해요 (2022),48,#안녕,2022.03.13,12,2022
SMiLEY,2022.03.26,SMILEY (Feat. BIBI),46,YENA(최예나),2022.03.20,13,2022
INVU - The 3rd Album,2022.04.09,INVU,40,태연 (TAEYEON),2022.04.03,15,2022
Next Level,2022.04.16,Next Level,38,aespa,2022.04.10,16,2022
LOVE & HATE,2022.04.02,늦은 밤 헤어지긴 너무 아쉬워,43,케이시 (Kassy),2022.03.27,14,2022
다정히 내 이름을 부르면 (경서예지 x 전건호),2022.04.30,다정히 내 이름을 부르면,32,"경서예지, 전건호",2022.04.24,18,2022
HOLIDAY,2022.05.07,I LOVE U,30,위너(WINNER),2022.05.01,19,2022
NewJeans 1st EP `New Jeans`,2022.05.14,Hype boy,27,NewJeans,2022.05.08,20,2022
That`s Hilarious,2022.04.23,That`s Hilarious,35,Charlie Puth,2022.04.17,17,2022
신사와 아가씨 OST Part.2,2022.05.28,사랑은 늘 도망가,22,임영웅,2022.05.22,22,2022
취중고백,2022.05.21,취중고백,24,김민석,2022.05.15,21,2022
IM HERO,2022.06.04,무지개,19,임영웅,2022.05.29,23,2022
Seoul,2022.06.11,Love story,17,볼빨간사춘기,2022.06.05,24,2022
NewJeans 1st EP `New Jeans`,2022.06.25,Attention,14,NewJeans,2022.06.19,26,2022
IM HERO,2022.07.02,우리들의 블루스,11,임영웅,2022.06.26,27,2022
나의 X에게,2022.07.09,나의 X에게,9,경서,2022.07.03,28,2022
Girls - The 2nd Mini Album,2022.06.18,도깨비불 (Illusion),16,aespa,2022.06.12,25,2022
Girls - The 2nd Mini Album,2022.07.16,Girls,8,aespa,2022.07.10,29,2022
IM NAYEON,2022.07.30,POP!,4,나연 (TWICE),2022.07.24,31,2022
LOVE DIVE,2022.08.06,LOVE DIVE,3,IVE (아이브),2022.07.31,32,2022
YOUNHA 6th Album Repackage `END THEORY : Final Edition`,2022.12.03,사건의 지평선,1,윤하,2022.11.27,49,2022
스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2022.07.23,새삥 (Prod. ZICO) (Feat. 호미들),6,지코 (ZICO),2022.07.17,30,2022
YOUNHA 6th Album `END THEORY`,2022.03.05,오르트구름,55,윤하,2022.02.27,10,2022
미련을 말하는,2022.03.12,새벽에 걸려온 너의 전화는,52,한동근,2022.03.06,11,2022
Merry Christmas (Deluxe Anniversary Edition),2022.03.19,All I Want For Christmas Is You,49,Mariah Carey,2022.03.13,12,2022
Stay,2022.03.26,Stay,47,"The Kid LAROI, Justin Bieber",2022.03.20,13,2022
떠나보낼 준비해 둘걸 그랬어,2022.04.09,떠나보낼 준비해 둘걸 그랬어,41,임한별,2022.04.03,15,2022
다정히 내 이름을 부르면 (경서예지 x 전건호),2022.04.16,다정히 내 이름을 부르면,39,"경서예지, 전건호",2022.04.10,16,2022
`키스 먼저 할까요?` OST Part 3,2022.04.02,"모든 날, 모든 순간 (Every day, Every Moment)",44,폴킴,2022.03.27,14,2022
ELEVEN,2022.04.30,ELEVEN,33,IVE (아이브),2022.04.24,18,2022
우린 그렇게 사랑해서,2022.05.07,우린 그렇게 사랑해서,31,"강민경, 잔나비",2022.05.01,19,2022
나의 X에게,2022.05.14,나의 X에게,28,경서,2022.05.08,20,2022
첫사랑,2022.04.23,첫사랑,36,백아,2022.04.17,17,2022
‘The ReVe Festival 2022 - Birthday’,2022.05.28,Birthday,23,레드벨벳(Red Velvet),2022.05.22,22,2022
사랑인가 봐 (사내맞선 OST 스페셜 트랙),2022.05.21,사랑인가 봐,25,멜로망스(Melomance),2022.05.15,21,2022
신사와 아가씨 OST Part.2,2022.06.04,사랑은 늘 도망가,20,임영웅,2022.05.29,23,2022
해요 (2022),2022.06.11,해요 (2022),18,#안녕,2022.06.05,24,2022
Pink Venom,2022.06.25,Pink Venom,15,BLACKPINK,2022.06.19,26,2022
Monologue,2022.07.02,Monologue,12,테이 (Tei),2022.06.26,27,2022
Rush Hour,2022.07.09,Rush Hour (Feat. j-hope of BTS),10,크러쉬 (CRUSH),2022.07.03,28,2022
딱 10CM만,2022.06.18,딱 10CM만,17,"10cm, BIG Naughty (서동현)",2022.06.12,25,2022
NewJeans 1st EP `New Jeans`,2022.07.16,Attention,9,NewJeans,2022.07.10,29,2022
After LIKE,2022.07.30,After LIKE,5,IVE (아이브),2022.07.24,31,2022
I love,2022.08.06,Nxde,4,(여자)아이들,2022.07.31,32,2022
ANTIFRAGILE,2022.12.03,ANTIFRAGILE,2,LE SSERAFIM (르세라핌),2022.11.27,49,2022
Polaroid,2022.07.23,London Boy,7,임영웅,2022.07.17,30,2022
YOUNHA 6th Album Repackage `END THEORY : Final Edition`,2022.12.10,사건의 지평선,1,윤하,2022.12.04,50,2022
FOREVER 1 - The 7th Album,2022.03.05,FOREVER 1,56,소녀시대,2022.02.27,10,2022
Stay,2022.03.12,Stay,53,"The Kid LAROI, Justin Bieber",2022.03.06,11,2022
떠나보낼 준비해 둘걸 그랬어,2022.03.19,떠나보낼 준비해 둘걸 그랬어,50,임한별,2022.03.13,12,2022
전설,2022.03.26,주저하는 연인들을 위해,48,잔나비,2022.03.20,13,2022
첫사랑,2022.04.09,첫사랑,42,백아,2022.04.03,15,2022
우린 그렇게 사랑해서,2022.04.16,우린 그렇게 사랑해서,40,"강민경, 잔나비",2022.04.10,16,2022
WSG워너비 1집,2022.04.02,보고싶었어,45,WSG워너비 (4FIRE),2022.03.27,14,2022
나의 X에게,2022.04.30,나의 X에게,34,경서,2022.04.24,18,2022
내가 아니라도,2022.05.07,내가 아니라도,32,주호,2022.05.01,19,2022
FEARLESS,2022.05.14,FEARLESS,29,LE SSERAFIM (르세라핌),2022.05.08,20,2022
ELEVEN,2022.04.23,ELEVEN,37,IVE (아이브),2022.04.17,17,2022
Santa Tell Me,2022.05.28,Santa Tell Me,24,Ariana Grande,2022.05.22,22,2022
별에서 온 그대 OST Part 7,2022.05.21,너의 모든 순간,26,성시경,2022.05.15,21,2022
Snowman,2022.06.04,Snowman,21,Sia,2022.05.29,23,2022
쇼미더머니 11 Episode 1,2022.06.11,WE (Feat. 박재범) (Prod. by Slom),19,"이영지, 토이고 (toigo), 제이켠 (J`Kyun), 잠비노 (Jambino), XINSAYNE",2022.06.05,24,2022
Rush Hour,2022.06.25,Rush Hour (Feat. j-hope of BTS),16,크러쉬 (CRUSH),2022.06.19,26,2022
MOVE AGAIN,2022.07.02,WHEN I MOVE,13,카라 (KARA),2022.06.26,27,2022
NewJeans 1st EP `New Jeans`,2022.07.09,Attention,11,NewJeans,2022.07.03,28,2022
Pink Venom,2022.06.18,Pink Venom,18,BLACKPINK,2022.06.12,25,2022
Polaroid,2022.07.16,Polaroid,10,임영웅,2022.07.10,29,2022
I love,2022.07.30,Nxde,6,(여자)아이들,2022.07.24,31,2022
After LIKE,2022.08.06,After LIKE,5,IVE (아이브),2022.07.31,32,2022
쇼미더머니 11 Episode 1,2022.12.03,마이웨이 (MY WAY) (Prod. R.Tee),3,"저스디스 (JUSTHIS), 던말릭 (Don Malik), 허성현 (Huh), KHAN, 맥대디 (Mckdaddy), Los",2022.11.27,49,2022
Polaroid,2022.07.23,London Boy,8,임영웅,2022.07.17,30,2022
NewJeans 1st EP `New Jeans`,2022.12.10,Hype boy,2,NewJeans,2022.12.04,50,2022
IM HERO,2022.03.05,우리들의 블루스,57,임영웅,2022.02.27,10,2022
PROTOTYPE RESEARCH #0063,2022.03.12,내 기쁨은 너가 벤틀리를 끄는 거야,54,김승민,2022.03.06,11,2022
LOVE me,2022.03.19,LOVE me,51,BE`O (비오),2022.03.13,12,2022
Indigo,2022.03.26,들꽃놀이 (with 조유진),49,RM,2022.03.20,13,2022
흩어지지 않게,2022.04.09,흩어지지 않게,43,엠씨더맥스 (M.C the MAX),2022.04.03,15,2022
잘가요,2022.04.16,잘가요,41,주호,2022.04.10,16,2022
다정히 내 이름을 부르면 (경서예지 x 전건호),2022.04.02,다정히 내 이름을 부르면,46,"경서예지, 전건호",2022.03.27,14,2022
NewJeans 1st EP `New Jeans`,2022.04.30,Cookie,35,NewJeans,2022.04.24,18,2022
I NEVER DIE,2022.05.07,TOMBOY,33,(여자)아이들,2022.05.01,19,2022
사랑인가 봐 (사내맞선 OST 스페셜 트랙),2022.05.14,사랑인가 봐,30,멜로망스(Melomance),2022.05.08,20,2022
취중고백,2022.04.23,취중고백,38,김민석,2022.04.17,17,2022
해요 (2022),2022.05.28,해요 (2022),25,#안녕,2022.05.22,22,2022
FIVE SENSES,2022.05.21,자격지심 (Feat. ZICO),27,BE`O (비오),2022.05.15,21,2022
딱 10CM만,2022.06.04,딱 10CM만,22,"10cm, BIG Naughty (서동현)",2022.05.29,23,2022
Merry Christmas (Deluxe Anniversary Edition),2022.06.11,All I Want For Christmas Is You,20,Mariah Carey,2022.06.05,24,2022
BORN PINK,2022.06.25,Shut Down,17,BLACKPINK,2022.06.19,26,2022
Monologue,2022.07.02,Monologue,14,테이 (Tei),2022.06.26,27,2022
LOVE DIVE,2022.07.09,LOVE DIVE,12,IVE (아이브),2022.07.03,28,2022
쇼미더머니 11 Episode 1,2022.06.18,WE (Feat. 박재범) (Prod. by Slom),19,"이영지, 토이고 (toigo), 제이켠 (J`Kyun), 잠비노 (Jambino), XINSAYNE",2022.06.12,25,2022
NewJeans 1st EP `New Jeans`,2022.07.16,Attention,11,NewJeans,2022.07.10,29,2022
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],2022.07.30,Dreamers (Feat. FIFA Sound),7,"정국, 방탄소년단",2022.07.24,31,2022
I love,2022.08.06,Nxde,6,(여자)아이들,2022.07.31,32,2022
ANTIFRAGILE,2022.12.03,ANTIFRAGILE,4,LE SSERAFIM (르세라핌),2022.11.27,49,2022
스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2022.07.23,새삥 (Prod. ZICO) (Feat. 호미들),9,지코 (ZICO),2022.07.17,30,2022
YOUNHA 6th Album Repackage `END THEORY : Final Edition`,2022.12.17,사건의 지평선,1,윤하,2022.12.11,51,2022
ANTIFRAGILE,2022.12.10,ANTIFRAGILE,3,LE SSERAFIM (르세라핌),2022.12.04,50,2022
IM HERO,2022.03.05,우리들의 블루스,58,임영웅,2022.02.27,10,2022
`키스 먼저 할까요?` OST Part 3,2022.03.12,"모든 날, 모든 순간 (Every day, Every Moment)",55,폴킴,2022.03.06,11,2022
LOVE me,2022.03.19,LOVE me,52,BE`O (비오),2022.03.13,12,2022
WSG워너비 1집,2022.03.26,보고싶었어,50,WSG워너비 (4FIRE),2022.03.20,13,2022
That`s Hilarious,2022.04.09,That`s Hilarious,44,Charlie Puth,2022.04.03,15,2022
ELEVEN,2022.04.16,ELEVEN,42,IVE (아이브),2022.04.10,16,2022
다정히 내 이름을 부르면 (경서예지 x 전건호),2022.04.02,다정히 내 이름을 부르면,47,"경서예지, 전건호",2022.03.27,14,2022
NewJeans 1st EP `New Jeans`,2022.04.30,Cookie,36,NewJeans,2022.04.24,18,2022
내가 아니라도,2022.05.07,내가 아니라도,34,주호,2022.05.01,19,2022
사랑인가 봐 (사내맞선 OST 스페셜 트랙),2022.05.14,사랑인가 봐,31,멜로망스(Melomance),2022.05.08,20,2022
Real,2022.04.23,미리 메리 크리스마스 (Feat. 천둥),39,아이유 (IU),2022.04.17,17,2022
해요 (2022),2022.05.28,해요 (2022),26,#안녕,2022.05.22,22,2022
FEARLESS,2022.05.21,FEARLESS,28,LE SSERAFIM (르세라핌),2022.05.15,21,2022
Pink Venom,2022.06.04,Pink Venom,23,BLACKPINK,2022.05.29,23,2022
쇼미더머니 11 Episode 1,2022.06.11,위하여 (We Higher) (Prod. GroovyRoom),21,"그루비룸 (GroovyRoom), 릴보이 (lIlBOI), Blase (블라세), 노윤하, Polodared, Chillin Homie, Fleeky Bang",2022.06.05,24,2022
MOVE AGAIN,2022.06.25,WHEN I MOVE,18,카라 (KARA),2022.06.19,26,2022
Monologue,2022.07.02,Monologue,15,테이 (Tei),2022.06.26,27,2022
LOVE DIVE,2022.07.09,LOVE DIVE,13,IVE (아이브),2022.07.03,28,2022
BORN PINK,2022.06.18,Shut Down,20,BLACKPINK,2022.06.12,25,2022
Polaroid,2022.07.16,Polaroid,12,임영웅,2022.07.10,29,2022
스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2022.07.30,새삥 (Prod. ZICO) (Feat. 호미들),8,지코 (ZICO),2022.07.24,31,2022
Candy - Winter Special Mini Album,2022.08.06,Candy,7,NCT DREAM,2022.07.31,32,2022
After LIKE,2022.12.03,After LIKE,5,IVE (아이브),2022.11.27,49,2022
Polaroid,2022.07.23,London Boy,10,임영웅,2022.07.17,30,2022
NewJeans 1st EP `New Jeans`,2022.12.17,Hype boy,2,NewJeans,2022.12.11,51,2022
쇼미더머니 11 Episode 1,2022.12.10,마이웨이 (MY WAY) (Prod. R.Tee),4,"저스디스 (JUSTHIS), 던말릭 (Don Malik), 허성현 (Huh), KHAN, 맥대디 (Mckdaddy), Los",2022.12.04,50,2022
Girls - The 2nd Mini Album,2022.03.05,도깨비불 (Illusion),59,aespa,2022.02.27,10,2022
떠나보낼 준비해 둘걸 그랬어,2022.03.12,떠나보낼 준비해 둘걸 그랬어,56,임한별,2022.03.06,11,2022
쇼미더머니 11 Episode 2,2022.03.19,"Flick (Feat. BE`O (비오), 김하온 (HAON)) (Prod. GroovyRoom)",53,노윤하,2022.03.13,12,2022
Jelly Christmas 2012 Heart Project,2022.03.26,크리스마스니까,51,"성시경, 박효신, 이석훈, 서인국, 빅스 (VIXX)",2022.03.20,13,2022
쇼미더머니 11 Episode 1,2022.04.09,WE (Feat. 박재범) (Prod. by Slom),45,"이영지, 토이고 (toigo), 제이켠 (J`Kyun), 잠비노 (Jambino), XINSAYNE",2022.04.03,15,2022
Christmas Kisses,2022.04.16,Last Christmas,43,Ariana Grande,2022.04.10,16,2022
우린 그렇게 사랑해서,2022.04.02,우린 그렇게 사랑해서,48,"강민경, 잔나비",2022.03.27,14,2022
나의 X에게,2022.04.30,나의 X에게,37,경서,2022.04.24,18,2022
5.3,2022.05.07,그라데이션,35,10cm,2022.05.01,19,2022
그 겨울이 잠든 거리에서 (경서예지 x 전건호),2022.05.14,그 겨울이 잠든 거리에서,32,"경서예지, 전건호",2022.05.08,20,2022
겨울 스페셜 앨범 `12월의 기적 (Miracles In December)`,2022.04.23,첫 눈,40,EXO,2022.04.17,17,2022
딱 10CM만,2022.05.28,딱 10CM만,27,"10cm, BIG Naughty (서동현)",2022.05.22,22,2022
WSG워너비 1집,2022.05.21,그때 그 순간 그대로 (그그그),29,WSG워너비 (가야G),2022.05.15,21,2022
잘가요,2022.06.04,잘가요,24,주호,2022.05.29,23,2022
별에서 온 그대 OST Part 7,2022.06.11,너의 모든 순간,22,성시경,2022.06.05,24,2022
Rush Hour,2022.06.25,Rush Hour (Feat. j-hope of BTS),19,크러쉬 (CRUSH),2022.06.19,26,2022
Snowman,2022.07.02,Snowman,16,Sia,2022.06.26,27,2022
Merry Christmas (Deluxe Anniversary Edition),2022.07.09,All I Want For Christmas Is You,14,Mariah Carey,2022.07.03,28,2022
쇼미더머니 11 Episode 1,2022.06.18,위하여 (We Higher) (Prod. GroovyRoom),21,"그루비룸 (GroovyRoom), 릴보이 (lIlBOI), Blase (블라세), 노윤하, Polodared, Chillin Homie, Fleeky Bang",2022.06.12,25,2022
LOVE DIVE,2022.07.16,LOVE DIVE,13,IVE (아이브),2022.07.10,29,2022
NewJeans 1st EP `New Jeans`,2022.07.30,Attention,9,NewJeans,2022.07.24,31,2022
스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2022.08.06,새삥 (Prod. ZICO) (Feat. 호미들),8,지코 (ZICO),2022.07.31,32,2022
I love,2022.12.03,Nxde,6,(여자)아이들,2022.11.27,49,2022
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],2022.07.23,Dreamers (Feat. FIFA Sound),11,"정국, 방탄소년단",2022.07.17,30,2022
ANTIFRAGILE,2022.12.17,ANTIFRAGILE,3,LE SSERAFIM (르세라핌),2022.12.11,51,2022
NewJeans `OMG`,2022.12.24,Ditto,1,NewJeans,2022.12.18,52,2022
NewJeans 1st EP `New Jeans`,2022.12.10,Hype boy,5,NewJeans,2022.12.04,50,2022
LOVE me,2022.03.05,LOVE me,60,BE`O (비오),2022.02.27,10,2022
눈이 오잖아,2022.03.12,눈이 오잖아 (Feat.헤이즈),57,이무진,2022.03.06,11,2022
Candy - Winter Special Mini Album,2022.03.19,Graduation,54,NCT DREAM,2022.03.13,12,2022
다정히 내 이름을 부르면 (경서예지 x 전건호),2022.03.26,다정히 내 이름을 부르면,52,"경서예지, 전건호",2022.03.20,13,2022
5.3,2022.04.09,그라데이션,46,10cm,2022.04.03,15,2022
나의 X에게,2022.04.16,나의 X에게,44,경서,2022.04.10,16,2022
ELEVEN,2022.04.02,ELEVEN,49,IVE (아이브),2022.03.27,14,2022
FEARLESS,2022.04.30,FEARLESS,38,LE SSERAFIM (르세라핌),2022.04.24,18,2022
딱 10CM만,2022.05.07,딱 10CM만,36,"10cm, BIG Naughty (서동현)",2022.05.01,19,2022
쇼미더머니 11 Episode 3,2022.05.14,"나침반 (Feat. UNEDUCATED KID, 수퍼비 (SUPERBEE)) (Prod. R.Tee)",33,KHAN,2022.05.08,20,2022
I NEVER DIE,2022.04.23,TOMBOY,41,(여자)아이들,2022.04.17,17,2022
신사와 아가씨 OST Part.2,2022.05.28,사랑은 늘 도망가,28,임영웅,2022.05.22,22,2022
Pink Venom,2022.05.21,Pink Venom,30,BLACKPINK,2022.05.15,21,2022
별에서 온 그대 OST Part 7,2022.06.04,너의 모든 순간,25,성시경,2022.05.29,23,2022
Christmas Kisses,2022.06.11,Last Christmas,23,Ariana Grande,2022.06.05,24,2022
Real,2022.06.25,미리 메리 크리스마스 (Feat. 천둥),20,아이유 (IU),2022.06.19,26,2022
쇼미더머니 11 Episode 3,2022.07.02,"눈 (EYE) (Feat. BIG Naughty, 저스디스 (JUSTHIS)) (Prod. R.Tee)",17,던말릭 (Don Malik),2022.06.26,27,2022
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],2022.07.09,Dreamers (Feat. FIFA Sound),15,"정국, 방탄소년단",2022.07.03,28,2022
MOVE AGAIN,2022.06.18,WHEN I MOVE,22,카라 (KARA),2022.06.12,25,2022
스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2022.07.16,새삥 (Prod. ZICO) (Feat. 호미들),14,지코 (ZICO),2022.07.10,29,2022
Snowman,2022.07.30,Snowman,10,Sia,2022.07.24,31,2022
쇼미더머니 11 Episode 1,2022.08.06,마이웨이 (MY WAY) (Prod. R.Tee),9,"저스디스 (JUSTHIS), 던말릭 (Don Malik), 허성현 (Huh), KHAN, 맥대디 (Mckdaddy), Los",2022.07.31,32,2022
Merry Christmas (Deluxe Anniversary Edition),2022.12.03,All I Want For Christmas Is You,7,Mariah Carey,2022.11.27,49,2022
I love,2022.07.23,Nxde,12,(여자)아이들,2022.07.17,30,2022
쇼미더머니 11 Episode 3,2022.12.17,NOT SORRY (Feat. pH-1) (Prod. by Slom),4,이영지,2022.12.11,51,2022
YOUNHA 6th Album Repackage `END THEORY : Final Edition`,2022.12.24,사건의 지평선,2,윤하,2022.12.18,52,2022
NewJeans `OMG`,2022.12.31,Ditto,1,NewJeans,2022.12.25,53,2022
ANTIFRAGILE,2022.12.10,ANTIFRAGILE,6,LE SSERAFIM (르세라핌),2022.12.04,50,2022
IM HERO,2022.03.05,우리들의 블루스,61,임영웅,2022.02.27,10,2022
LOVE me,2022.03.12,LOVE me,58,BE`O (비오),2022.03.06,11,2022
그 겨울이 잠든 거리에서 (경서예지 x 전건호),2022.03.19,그 겨울이 잠든 거리에서,55,"경서예지, 전건호",2022.03.13,12,2022
쇼미더머니 11 Episode 3,2022.03.26,"나침반 (Feat. UNEDUCATED KID, 수퍼비 (SUPERBEE)) (Prod. R.Tee)",53,KHAN,2022.03.20,13,2022
다정히 내 이름을 부르면 (경서예지 x 전건호),2022.04.09,다정히 내 이름을 부르면,47,"경서예지, 전건호",2022.04.03,15,2022
Real,2022.04.16,미리 메리 크리스마스 (Feat. 천둥),45,아이유 (IU),2022.04.10,16,2022
첫사랑,2022.04.02,첫사랑,50,백아,2022.03.27,14,2022
나의 X에게,2022.04.30,나의 X에게,39,경서,2022.04.24,18,2022
정이라고 하자,2022.05.07,정이라고 하자 (Feat. 10CM),37,BIG Naughty (서동현),2022.05.01,19,2022
I NEVER DIE,2022.05.14,TOMBOY,34,(여자)아이들,2022.05.08,20,2022
취중고백,2022.04.23,취중고백,42,김민석,2022.04.17,17,2022
FEARLESS,2022.05.28,FEARLESS,29,LE SSERAFIM (르세라핌),2022.05.22,22,2022
사랑인가 봐 (사내맞선 OST 스페셜 트랙),2022.05.21,사랑인가 봐,31,멜로망스(Melomance),2022.05.15,21,2022
Polaroid,2022.06.04,Polaroid,26,임영웅,2022.05.29,23,2022
신사와 아가씨 OST Part.2,2022.06.11,사랑은 늘 도망가,24,임영웅,2022.06.05,24,2022
Polaroid,2022.06.25,London Boy,21,임영웅,2022.06.19,26,2022
BORN PINK,2022.07.02,Shut Down,18,BLACKPINK,2022.06.26,27,2022
별에서 온 그대 OST Part 7,2022.07.09,너의 모든 순간,16,성시경,2022.07.03,28,2022
쇼미더머니 11 Episode 3,2022.06.18,"눈 (EYE) (Feat. BIG Naughty, 저스디스 (JUSTHIS)) (Prod. R.Tee)",23,던말릭 (Don Malik),2022.06.12,25,2022
Snowman,2022.07.16,Snowman,15,Sia,2022.07.10,29,2022
스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2022.07.30,새삥 (Prod. ZICO) (Feat. 호미들),11,지코 (ZICO),2022.07.24,31,2022
I love,2022.08.06,Nxde,10,(여자)아이들,2022.07.31,32,2022
NewJeans 1st EP `New Jeans`,2022.12.03,Attention,8,NewJeans,2022.11.27,49,2022
Monologue,2022.07.23,Monologue,13,테이 (Tei),2022.07.17,30,2022
쇼미더머니 11 Episode 3,2022.12.17,NOT SORRY (Feat. pH-1) (Prod. by Slom),5,이영지,2022.12.11,51,2022
NewJeans 1st EP `New Jeans`,2022.12.24,Hype boy,3,NewJeans,2022.12.18,52,2022
YOUNHA 6th Album Repackage `END THEORY : Final Edition`,2022.12.31,사건의 지평선,2,윤하,2022.12.25,53,2022
After LIKE,2022.12.10,After LIKE,7,IVE (아이브),2022.12.04,50,2022
Stay,2022.03.05,Stay,62,"The Kid LAROI, Justin Bieber",2022.02.27,10,2022
우린 그렇게 사랑해서,2022.03.12,우린 그렇게 사랑해서,59,"강민경, 잔나비",2022.03.06,11,2022
`키스 먼저 할까요?` OST Part 3,2022.03.19,"모든 날, 모든 순간 (Every day, Every Moment)",56,폴킴,2022.03.13,12,2022
겨울 스페셜 앨범 `12월의 기적 (Miracles In December)`,2022.03.26,첫 눈,54,EXO,2022.03.20,13,2022
쇼미더머니 11 Episode 1,2022.04.09,위하여 (We Higher) (Prod. GroovyRoom),48,"그루비룸 (GroovyRoom), 릴보이 (lIlBOI), Blase (블라세), 노윤하, Polodared, Chillin Homie, Fleeky Bang",2022.04.03,15,2022
That`s Hilarious,2022.04.16,That`s Hilarious,46,Charlie Puth,2022.04.10,16,2022
WSG워너비 1집,2022.04.02,보고싶었어,51,WSG워너비 (4FIRE),2022.03.27,14,2022
FIVE SENSES,2022.04.30,자격지심 (Feat. ZICO),40,BE`O (비오),2022.04.24,18,2022
5.3,2022.05.07,그라데이션,38,10cm,2022.05.01,19,2022
딱 10CM만,2022.05.14,딱 10CM만,35,"10cm, BIG Naughty (서동현)",2022.05.08,20,2022
ELEVEN,2022.04.23,ELEVEN,43,IVE (아이브),2022.04.17,17,2022
해요 (2022),2022.05.28,해요 (2022),30,#안녕,2022.05.22,22,2022
Santa Tell Me,2022.05.21,Santa Tell Me,32,Ariana Grande,2022.05.15,21,2022
잘가요,2022.06.04,잘가요,27,주호,2022.05.29,23,2022
NewJeans 1st EP `New Jeans`,2022.06.11,Cookie,25,NewJeans,2022.06.05,24,2022
Merry Christmas (Deluxe Anniversary Edition),2022.06.25,All I Want For Christmas Is You,22,Mariah Carey,2022.06.19,26,2022
Rush Hour,2022.07.02,Rush Hour (Feat. j-hope of BTS),19,크러쉬 (CRUSH),2022.06.26,27,2022
MOVE AGAIN,2022.07.09,WHEN I MOVE,17,카라 (KARA),2022.07.03,28,2022
신사와 아가씨 OST Part.2,2022.06.18,사랑은 늘 도망가,24,임영웅,2022.06.12,25,2022
별에서 온 그대 OST Part 7,2022.07.16,너의 모든 순간,16,성시경,2022.07.10,29,2022
LOVE DIVE,2022.07.30,LOVE DIVE,12,IVE (아이브),2022.07.24,31,2022
스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2022.08.06,새삥 (Prod. ZICO) (Feat. 호미들),11,지코 (ZICO),2022.07.31,32,2022
쇼미더머니 11 Episode 1,2022.12.03,마이웨이 (MY WAY) (Prod. R.Tee),9,"저스디스 (JUSTHIS), 던말릭 (Don Malik), 허성현 (Huh), KHAN, 맥대디 (Mckdaddy), Los",2022.11.27,49,2022
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],2022.07.23,Dreamers (Feat. FIFA Sound),14,"정국, 방탄소년단",2022.07.17,30,2022
ANTIFRAGILE,2022.12.17,ANTIFRAGILE,6,LE SSERAFIM (르세라핌),2022.12.11,51,2022
Candy - Winter Special Mini Album,2022.12.24,Candy,4,NCT DREAM,2022.12.18,52,2022
NewJeans 1st EP `New Jeans`,2022.12.31,Hype boy,3,NewJeans,2022.12.25,53,2022
NewJeans `OMG`,2023.03.11,Ditto,1,NewJeans,2023.03.05,10,2023
NewJeans `OMG`,2023.03.11,OMG,2,NewJeans,2023.03.05,10,2023
NewJeans 1st EP `New Jeans`,2023.03.11,Hype boy,3,NewJeans,2023.03.05,10,2023
Teddy Bear,2023.03.11,Teddy Bear,4,STAYC(스테이씨),2023.03.05,10,2023
NewJeans `OMG`,2023.03.18,Ditto,1,NewJeans,2023.03.12,11,2023
YOUNHA 6th Album Repackage `END THEORY : Final Edition`,2023.03.11,사건의 지평선,5,윤하,2023.03.05,10,2023
NewJeans `OMG`,2023.03.18,OMG,2,NewJeans,2023.03.12,11,2023
부석순 1st Single Album `SECOND WIND`,2023.03.11,파이팅 해야지 (Feat. 이영지),6,부석순 (SEVENTEEN),2023.03.05,10,2023
NewJeans 1st EP `New Jeans`,2023.03.18,Hype boy,3,NewJeans,2023.03.12,11,2023
심(心),2023.03.11,심(心),7,DK,2023.03.05,10,2023
